,freight_value,price,payment_value,payment_installments,payment_sequential
108527,7.39,10.99,18.38,1,1
14423,17.67,59.9,155.14,1,1
52303,16.79,23.21,40.0,1,1
13506,11.17,79.9,80.15,1,2
64667,18.36,69.0,87.36,1,1
76264,13.71,17.5,31.21,3,1
29599,7.55,9.99,70.16,4,1
79466,2.52,41.99,108.7,3,1
84241,8.29,14.95,23.24,1,1
401,19.83,278.0,297.83,8,1
985,16.97,399.99,416.96,1,1
59329,15.67,132.0,147.67,1,1
31201,16.55,82.49,99.04,8,1
12024,50.97,129.0,1619.73,10,1
15346,29.15,89.99,119.14,1,1
51183,16.32,18.55,34.87,1,1
79813,15.87,159.9,175.77,10,1
48746,14.79,148.9,163.69,8,1
100958,24.18,329.9,354.08,3,1
111003,13.04,85.5,98.54,4,1
49586,13.75,104.0,117.75,1,1
104062,7.78,17.5,25.28,1,1
80682,23.6,114.9,277.0,1,1
6104,10.7,64.9,117.36,4,1
33858,7.78,29.5,37.28,3,1
40191,17.78,39.9,57.68,1,1
38850,12.4,128.89,141.29,2,1
56653,31.2,79.0,110.2,2,1
58048,14.28,35.0,98.56,1,1
63904,17.14,180.0,197.14,1,1
20915,19.04,45.9,64.94,1,1
111771,14.52,50.0,64.52,1,1
1443,18.36,36.9,55.26,1,1
74946,15.13,54.99,70.12,1,1
26933,15.1,35.99,51.09,5,1
1574,18.3,28.99,47.29,4,1
65369,11.72,99.99,111.71,2,1
75143,19.77,699.0,718.77,1,1
92488,20.8,10.0,184.8,10,1
68063,99.63,949.9,1049.53,5,1
1618,23.32,55.0,78.32,2,1
91990,50.9,119.0,339.8,1,1
8311,22.1,180.0,202.1,1,1
32608,48.03,129.9,298.55,10,1
65622,18.54,105.0,247.08,2,1
51346,20.05,215.56,235.61,4,1
9489,19.39,27.9,47.29,2,1
32302,12.01,47.99,60.0,1,1
68224,35.76,89.9,125.66,1,1
29952,15.63,59.9,75.53,1,1
47108,17.6,49.9,202.5,3,1
24954,21.15,44.9,66.05,3,1
60015,11.1,54.9,237.63,2,1
107531,43.27,99.0,284.54,2,1
39400,13.18,106.0,119.18,1,1
9908,26.55,1999.99,2026.54,10,1
38774,16.3,535.0,551.3,2,1
107551,11.73,72.99,84.72,4,1
30817,12.32,117.47,129.79,1,1
106387,11.85,34.22,92.14,1,1
79288,8.71,134.49,143.2,3,1
49236,25.78,549.9,575.68,8,1
12773,31.06,173.9,204.96,10,1
17713,14.1,34.9,49.0,1,1
57917,19.44,35.0,163.32,3,1
56538,16.11,45.9,62.01,2,1
8978,19.33,59.9,79.23,1,1
20627,32.31,80.0,213.77,3,1
16245,15.94,169.9,185.84,2,1
103716,18.34,233.35,251.69,3,1
81637,11.85,24.5,36.35,1,1
81652,12.75,149.9,162.65,8,1
93100,15.87,110.32,252.38,3,1
26322,12.19,99.6,111.79,8,1
109809,15.59,119.9,135.49,7,1
81815,19.04,14.99,34.03,1,1
52379,11.89,35.9,47.79,1,1
5619,38.54,199.9,715.32,3,1
27317,9.51,99.0,108.51,3,1
63207,11.77,80.0,183.54,10,1
62600,14.0,139.9,153.9,1,1
100048,14.1,29.99,88.18,1,1
44419,13.46,50.9,64.36,1,1
43340,15.97,109.0,41.99,1,1
12772,13.25,99.9,98.15,1,1
81798,20.07,104.0,124.07,2,1
48153,9.62,18.99,94.24,1,1
41133,7.51,35.0,42.51,4,1
12601,10.96,29.0,39.96,3,1
15465,14.52,34.9,49.42,1,1
66552,17.01,179.0,196.01,1,1
80812,9.02,38.0,94.04,1,1
17738,8.27,27.9,36.17,1,1
11177,15.3,28.9,44.2,1,1
76980,19.14,24.99,71.35,5,1
45204,27.34,179.9,207.24,1,1
5359,20.55,54.99,75.54,6,1
37653,15.12,52.9,68.02,2,1
16409,18.0,79.9,97.9,1,1
89660,15.4,74.99,90.39,1,1
49798,14.43,99.9,114.33,5,1
40990,18.45,49.99,68.44,6,1
13235,15.92,699.4,715.32,2,1
91060,18.37,38.0,56.37,1,1
135,19.32,34.9,54.22,5,1
31249,15.39,89.9,105.29,1,1
73814,11.74,44.55,56.29,4,1
75951,15.42,45.0,60.42,1,1
64145,10.96,34.9,45.86,1,1
75129,15.15,56.99,72.14,1,1
71915,24.03,390.0,414.03,6,1
3344,16.11,45.0,122.22,1,1
42188,8.19,189.0,394.38,10,1
50140,17.06,110.32,254.77,5,1
34696,17.6,37.5,55.1,5,1
48662,24.92,334.99,359.91,6,1
57070,7.39,27.9,35.29,1,1
1248,13.41,56.0,69.41,6,1
29494,15.1,6.3,21.4,1,1
83803,19.74,78.0,97.74,4,1
72931,16.96,74.9,91.86,1,1
79353,17.17,34.5,51.67,3,1
9298,35.95,89.99,125.94,2,1
87186,15.1,19.9,35.0,1,1
92866,18.23,45.0,63.23,4,1
100484,15.1,24.9,170.0,2,1
79185,21.54,149.9,514.32,10,1
73031,17.8,79.0,96.8,1,1
71144,8.29,39.99,48.28,1,1
90597,7.95,98.9,106.85,5,1
62951,17.63,19.89,37.52,1,1
63314,28.16,114.94,143.1,1,1
50795,126.91,299.0,851.82,10,1
93661,18.61,310.0,328.61,1,1
22693,15.1,16.99,32.09,1,1
3254,20.54,69.9,90.44,1,1
48696,191.72,249.9,302.33,1,1
53853,21.61,160.0,181.61,1,1
87036,11.73,74.99,86.72,1,1
44530,17.8,180.0,197.8,2,1
61930,16.07,53.9,69.97,3,1
69825,18.59,69.99,88.58,1,1
86161,8.72,29.99,38.71,1,1
76300,101.17,799.99,901.16,10,1
107390,9.59,120.0,129.59,1,1
41593,8.52,107.7,116.22,1,1
103995,3.25,68.5,449.99,1,1
22445,7.39,44.99,52.38,4,1
76995,13.74,199.0,425.46,5,1
68722,20.81,116.99,826.8,4,1
17976,16.84,85.0,101.84,3,1
15923,22.99,39.0,61.99,1,1
91687,7.78,29.99,528.78,6,1
112007,13.57,79.0,92.57,1,1
1550,17.6,49.9,67.5,6,1
11466,18.43,54.9,0.56,1,4
59217,17.88,90.0,107.88,6,1
109957,14.23,68.0,82.23,1,1
100135,34.63,194.0,228.63,8,1
108870,16.11,39.0,55.11,5,1
73078,12.69,39.0,51.69,3,1
8935,17.63,40.0,57.63,2,1
68690,7.78,13.65,21.43,2,1
95403,25.6,67.99,93.59,1,1
57419,19.56,139.0,158.56,3,1
26308,10.06,99.8,642.62,1,1
105827,15.23,18.9,34.13,1,1
39656,12.13,89.9,102.03,5,1
8703,7.4,19.69,27.09,1,1
89982,17.33,699.0,716.33,10,1
81402,17.74,69.9,87.64,2,1
72826,11.72,99.9,111.62,1,1
2449,16.22,144.99,161.21,1,1
27826,26.5,95.0,278.0,8,1
10056,20.56,56.0,352.25,3,1
9342,136.19,499.99,636.18,6,1
31022,15.18,61.5,76.68,1,1
62862,47.86,324.3,372.16,6,1
63926,17.92,169.0,23.74,1,1
61668,17.5,84.0,101.5,5,1
14019,16.66,58.99,75.65,7,1
18024,21.01,25.99,80.22,1,1
38395,8.64,29.99,154.52,10,1
33409,43.18,129.0,72.18,1,1
18216,17.09,119.99,137.08,4,1
59878,7.78,39.0,46.78,1,1
101253,7.78,21.0,28.78,1,1
1008,7.78,34.0,41.78,1,1
83593,17.14,215.0,232.14,8,1
49801,11.86,57.39,69.25,1,1
67723,4.49,62.5,406.95,1,1
43507,7.87,27.9,71.54,1,1
79799,18.23,29.9,48.13,1,1
74673,0.0,99.9,99.9,4,1
109094,17.67,59.9,77.57,3,1
1441,13.37,37.5,50.87,1,1
97168,17.63,27.99,45.62,2,1
10740,7.53,95.0,102.53,5,1
61523,13.27,118.9,132.17,3,1
9636,17.6,24.9,42.5,1,1
21590,45.06,139.99,185.05,10,1
69059,14.1,24.99,39.09,1,1
32515,12.43,69.9,82.33,1,1
12492,13.43,59.0,72.43,1,1
105555,15.29,159.9,175.19,10,1
43900,48.9,295.0,343.9,3,1
93349,18.23,39.99,58.22,1,1
47676,9.72,129.9,279.24,3,1
96681,15.64,76.9,92.54,9,1
64232,11.71,99.0,110.71,1,1
67724,44.88,49.99,406.95,1,1
85754,21.15,13.89,35.04,1,1
57820,16.95,44.9,61.85,1,1
93061,17.77,196.8,214.57,4,1
63018,39.44,229.04,268.48,1,1
44063,17.63,29.99,47.62,4,1
41242,18.56,64.99,167.1,1,1
57334,16.16,56.99,73.15,1,1
22494,13.22,79.9,93.12,1,1
19591,18.52,129.0,147.52,1,1
80081,7.78,39.9,47.68,1,1
74580,15.1,45.6,60.7,3,1
52353,56.37,139.99,392.72,3,1
85391,15.11,39.9,55.01,1,1
74214,9.33,116.9,126.23,1,1
30332,17.97,148.0,165.97,6,1
101227,11.73,44.99,113.44,1,1
39674,25.23,131.0,156.23,8,1
377,14.49,35.0,49.49,1,1
29441,13.41,399.9,413.31,8,1
13391,7.57,44.0,51.57,2,1
62441,78.0,139.9,217.9,10,1
89120,16.05,32.99,49.04,4,1
3166,14.52,23.89,38.41,1,1
95520,18.23,29.9,48.13,1,1
17917,14.24,69.99,84.23,8,1
112176,88.46,135.98,224.44,6,1
17113,26.88,79.99,320.61,6,1
2047,12.76,59.9,119.48,5,1
103967,14.11,19.99,34.1,3,1
2533,16.99,269.9,286.89,3,1
15435,19.94,99.9,119.84,2,1
100034,8.32,79.99,88.31,4,1
43865,14.44,21.15,36.82,2,1
96024,59.31,242.0,301.31,4,1
98220,7.87,16.49,146.16,1,1
23637,0.0,106.9,106.9,3,1
42130,24.01,103.97,639.9,10,1
9138,7.39,27.99,35.38,2,1
18342,30.38,114.99,290.74,5,1
60743,9.45,100.59,110.04,1,1
3627,23.29,69.9,93.19,9,1
93974,38.39,119.9,158.29,15,1
98686,22.85,45.99,68.84,1,1
93816,11.85,42.99,54.84,1,1
47439,23.36,79.99,103.35,1,1
22569,25.63,112.5,138.13,8,1
17583,9.05,99.0,216.1,2,1
34625,21.25,108.9,130.15,1,1
15152,18.63,197.0,215.63,8,1
35290,19.04,49.0,68.04,2,1
53087,7.39,20.0,27.39,1,1
23343,21.19,99.9,121.09,4,1
104190,17.27,79.9,97.17,1,1
18533,17.78,75.0,92.78,3,1
46792,16.39,59.9,152.58,2,1
34203,17.84,200.0,217.84,4,1
59806,24.68,299.9,324.58,10,1
38643,8.63,195.9,204.53,8,1
78973,7.78,24.99,32.77,1,1
64637,9.44,52.9,62.34,1,1
95682,19.99,329.0,348.99,6,1
26320,21.61,115.0,273.22,1,1
83060,18.59,549.0,257.51,1,2
86270,21.13,69.9,182.06,8,1
29962,44.77,139.0,81.34,1,3
95746,9.34,49.99,59.33,3,1
26764,17.66,58.99,76.65,1,1
24075,13.37,49.9,63.27,6,1
97164,8.49,129.9,138.39,3,1
90681,25.04,510.0,354.23,1,2
85618,22.96,53.9,76.86,6,1
6598,67.21,1688.0,1755.21,8,1
63313,10.47,325.0,335.47,7,1
38553,24.29,129.8,154.09,2,1
41350,67.19,2199.99,2267.18,4,1
85570,16.01,180.0,196.01,2,1
95608,23.47,95.9,119.37,1,1
10912,15.79,24.99,40.78,1,1
14448,19.35,54.99,9.01,1,3
102161,11.31,97.9,109.21,1,1
108903,12.93,49.9,62.83,3,1
23046,22.25,46.0,68.25,1,1
39362,19.7,72.9,20.0,1,3
107799,16.79,18.9,35.69,1,1
40743,7.39,58.99,66.38,1,1
107922,13.08,32.99,138.21,10,1
93360,14.1,10.99,25.09,2,1
41483,13.71,19.99,33.7,1,1
16842,23.49,98.99,122.48,5,1
82796,7.39,26.9,205.74,1,1
102674,18.55,399.0,417.55,1,1
105937,12.08,210.0,222.08,4,1
32502,18.59,69.8,88.39,1,1
97520,25.68,480.0,505.68,10,1
62488,11.85,65.44,77.29,1,1
10010,13.41,49.0,62.41,5,1
27221,20.99,129.9,150.89,3,1
35703,18.3,65.0,290.65,1,1
52199,20.8,49.99,70.79,3,1
95808,23.55,87.0,110.55,1,1
91027,18.53,340.0,358.53,3,1
56545,19.84,30.99,50.83,1,1
95017,12.96,89.0,101.96,1,1
67716,16.57,260.0,276.57,4,1
51927,18.04,113.57,131.61,1,1
75963,8.59,115.0,560.57,1,1
22739,13.35,174.0,187.35,1,1
176,9.49,49.0,112.98,1,1
79121,27.08,31.99,59.07,1,1
39813,19.87,54.9,74.77,3,1
74456,8.47,69.0,77.47,1,1
14830,19.21,47.9,67.11,1,1
59044,16.35,150.0,166.35,10,1
8710,18.23,28.0,46.23,2,1
7316,19.66,59.9,79.56,2,1
97967,16.39,233.75,250.14,8,1
87045,21.01,795.0,816.01,10,1
99060,7.55,59.99,67.54,1,1
61676,7.49,32.5,39.99,1,1
100274,18.23,17.9,72.26,7,1
67481,7.39,45.99,53.38,1,1
10308,39.06,174.0,213.06,5,1
3899,22.57,99.9,122.47,2,1
99691,14.52,39.9,108.84,10,1
4420,15.3,29.0,44.3,1,1
61091,10.31,76.9,261.28,3,1
38936,34.92,160.0,194.92,1,1
56701,15.11,29.9,270.06,1,1
99128,12.01,39.9,51.91,5,1
13396,14.86,77.9,92.76,3,1
97874,22.35,60.0,82.35,1,1
62371,42.71,81.0,123.71,1,1
109571,8.72,17.0,25.72,1,1
110317,13.52,69.9,166.83,10,1
1121,18.33,49.0,163.66,8,1
52205,8.95,84.9,187.7,4,1
23465,27.59,149.9,177.49,1,1
90566,17.16,129.9,147.06,5,1
97211,13.76,105.9,74.95,1,2
24593,7.55,39.0,98.1,2,1
101997,19.38,189.9,418.56,1,1
90455,170.8,1699.0,1869.8,10,1
48253,22.18,35.0,6.69,1,3
40419,21.15,27.99,7.68,1,4
73110,17.88,89.9,107.78,7,1
112142,13.65,44.9,58.55,1,1
29608,70.96,138.0,208.96,4,1
59195,16.18,59.9,76.08,7,1
5198,8.26,199.99,208.25,8,1
107012,19.04,27.99,38.91,3,1
95456,14.98,115.0,129.98,2,1
107068,7.71,12.9,20.61,1,1
48150,33.59,99.9,133.49,1,1
23040,54.59,119.0,173.59,1,1
75773,14.95,112.0,126.95,6,1
41085,21.3,115.0,100.0,1,2
9804,14.42,95.0,109.42,1,1
24801,13.78,94.9,108.68,1,1
45193,14.64,79.0,93.64,4,1
92685,35.9,300.0,671.8,10,1
19221,18.36,157.9,176.26,3,1
14790,13.11,109.89,1230.0,1,1
53395,18.54,94.3,112.84,1,1
51345,13.46,79.0,92.46,9,1
99308,7.85,84.99,92.84,2,1
66158,19.91,59.9,79.81,1,1
63006,27.87,69.9,97.77,9,1
98912,12.4,99.9,112.3,10,1
31862,16.63,54.99,71.62,3,1
98423,12.79,39.0,51.79,1,1
93674,9.07,124.9,133.97,1,1
75378,76.05,169.9,737.85,1,1
99604,24.97,67.9,185.74,1,1
95199,37.07,139.9,176.97,1,1
97157,14.9,104.0,118.9,1,1
9842,59.73,138.0,22.34,1,1
22384,27.14,151.9,179.04,4,1
4496,29.76,340.0,369.76,2,1
109338,13.44,59.9,73.34,1,1
86010,22.06,48.0,210.18,1,1
22450,7.87,39.5,47.37,1,1
89096,12.08,98.0,110.08,2,1
45199,16.83,55.9,72.73,3,1
43482,11.85,13.9,25.75,1,1
91564,15.33,32.9,48.23,2,1
52852,14.94,109.9,124.84,10,1
86632,18.64,77.0,191.28,1,1
74622,21.57,154.99,176.56,4,1
60255,21.47,95.0,66.47,6,1
60298,34.53,189.9,657.92,8,1
40395,26.77,699.99,726.76,1,1
71329,17.91,94.9,112.81,1,1
75105,8.75,79.99,88.74,1,1
1447,28.75,39.9,68.65,6,1
20970,16.63,125.0,141.63,7,1
69380,15.1,24.99,40.09,1,1
35267,15.1,29.99,45.09,1,1
112348,9.23,124.9,134.13,6,1
69997,34.25,69.9,104.15,1,1
105527,16.89,65.97,82.86,1,1
97953,23.0,60.5,83.5,1,1
40606,10.96,19.99,30.95,3,1
7545,17.76,524.9,542.66,10,1
71664,15.92,166.99,182.91,3,1
99431,40.4,210.0,250.4,1,1
43985,9.44,60.0,69.44,1,1
95433,15.62,109.9,53.51,1,2
35370,17.26,116.99,268.5,2,1
36805,9.0,35.0,44.0,1,1
75523,14.07,150.0,328.14,2,1
30578,31.15,185.0,216.15,4,1
45905,17.6,34.99,105.18,2,1
49788,14.1,49.0,63.1,1,1
15996,16.32,79.9,192.44,8,1
66913,39.41,194.0,233.41,4,1
68793,18.06,115.0,133.06,1,1
98368,14.33,143.8,420.06,10,1
14704,17.67,59.9,155.14,10,1
56380,22.55,119.99,142.54,1,1
96377,14.52,110.0,124.52,4,1
26443,25.63,23.99,49.62,4,1
94999,8.72,49.6,58.32,1,1
39171,15.51,62.9,20.0,1,1
12584,17.97,35.0,158.91,5,1
74645,17.33,59.9,77.23,3,1
82241,61.46,349.98,822.88,6,1
6724,35.76,317.0,352.76,1,1
6792,12.81,20.9,33.71,1,1
8093,18.43,89.99,108.42,1,1
8115,8.27,34.0,42.27,4,1
25502,0.0,53.9,53.9,1,1
56155,48.29,49.9,435.93,10,1
49433,7.78,23.99,63.54,1,1
98414,17.97,55.99,3.5,1,1
91474,18.37,276.0,294.37,6,1
60190,7.39,39.9,47.29,1,1
111355,22.21,40.0,62.21,1,1
28877,20.65,209.0,229.65,2,1
57380,31.98,349.9,381.88,10,1
85696,29.78,210.0,239.78,8,1
14784,13.11,109.89,1230.0,1,1
105662,18.37,38.99,172.08,1,1
36889,13.66,92.0,105.66,5,1
32610,11.15,54.9,132.1,1,1
62869,81.03,329.9,410.93,4,1
100299,12.9,109.9,122.8,1,1
85228,11.79,89.99,101.78,3,1
107330,20.98,69.9,181.76,2,1
71977,22.41,99.9,97.98,1,2
3222,39.55,149.0,188.55,10,1
68405,15.13,54.9,70.03,3,1
55345,10.8,299.0,309.8,4,1
97086,17.77,74.99,68.34,1,2
18765,16.95,72.9,89.85,1,1
21147,14.1,44.99,59.09,5,1
80438,15.49,55.0,70.49,1,1
100361,14.1,49.9,192.0,10,1
46844,14.52,13.9,28.42,2,1
74954,11.9,56.99,68.89,1,1
82645,7.78,9.99,18.38,1,1
88349,22.85,24.99,47.84,1,1
98715,8.78,58.2,66.98,1,1
94566,24.61,59.9,161.02,8,1
74563,27.69,169.9,197.59,1,1
38423,18.24,19.93,38.17,1,1
47912,14.55,54.9,69.45,1,1
30014,12.48,14.9,27.38,1,1
11081,14.1,27.9,42.0,1,1
37737,20.8,24.9,45.7,4,1
99005,16.6,39.9,56.5,5,1
66431,18.59,44.99,127.16,1,1
26629,13.39,52.17,65.56,1,1
21615,23.07,70.0,93.07,6,1
94474,16.11,9.6,25.71,1,1
76732,22.98,67.9,90.88,1,1
88165,39.2,165.0,38.5,1,2
49403,27.24,99.85,254.18,5,1
77657,15.63,59.9,151.06,3,1
21793,32.78,60.0,92.78,1,1
97411,30.82,139.94,170.76,1,1
44314,16.05,25.99,42.04,4,1
62870,15.79,30.9,46.69,1,1
51824,15.1,45.9,122.0,2,1
23615,26.89,44.9,71.79,1,1
95325,17.66,59.0,153.32,3,1
80779,13.37,39.9,53.27,4,1
8648,12.14,149.9,324.08,1,1
58461,17.67,59.9,155.14,12,1
84384,13.84,81.5,342.16,1,1
5671,13.85,39.0,52.85,5,1
15510,8.11,59.99,68.1,3,1
64126,37.04,39.99,77.03,7,1
31959,21.03,219.99,241.02,8,1
18063,12.9,79.9,92.8,4,1
109553,12.3,129.9,142.2,8,1
58305,14.47,53.9,341.85,1,1
70154,15.24,69.9,85.14,1,1
45627,16.79,16.9,33.69,3,1
52220,13.1,229.0,242.1,4,1
8134,26.85,79.0,105.85,3,1
38212,15.1,20.3,35.4,1,1
84023,9.51,99.9,109.41,1,1
94167,16.17,58.9,150.14,5,1
87935,27.9,149.9,177.8,2,1
24145,14.19,62.8,32.11,1,2
80162,7.78,44.99,52.77,1,1
63809,19.38,57.89,77.27,1,1
47844,18.36,68.9,87.26,2,1
49362,16.25,195.0,211.25,10,1
36808,19.86,139.97,159.83,5,1
22613,14.09,72.9,86.99,3,1
60387,15.13,59.9,125.16,10,1
59390,7.94,27.9,35.84,1,1
109880,18.66,79.9,98.56,4,1
38835,18.94,34.07,159.03,8,1
30308,25.63,19.9,45.53,1,1
76740,4.67,35.0,241.17,6,1
47088,22.26,79.0,101.26,8,1
2289,19.32,229.04,248.36,1,1
101386,10.24,49.9,135.38,6,1
25108,17.94,94.5,112.44,3,1
47464,11.34,104.9,116.24,1,1
47053,18.25,25.99,81.49,3,1
50223,17.63,39.9,57.53,5,1
102722,13.39,119.9,133.29,3,1
105847,11.17,24.9,108.21,2,1
89329,16.79,23.9,162.76,2,1
53958,7.78,49.99,57.77,1,1
108037,19.19,155.0,174.19,3,1
88841,16.22,65.49,1225.65,10,1
105277,12.19,140.9,153.09,3,1
85185,15.89,162.5,178.39,10,1
35633,15.14,55.91,71.05,7,1
11010,17.19,348.8,365.99,8,1
46338,60.42,103.99,328.82,6,1
66649,11.85,45.0,56.85,1,1
97509,25.59,729.0,754.59,10,1
33928,15.79,13.65,29.44,1,1
80695,23.85,149.99,173.84,1,1
101800,11.85,48.9,60.75,3,1
50005,16.11,50.1,66.21,3,1
11150,16.25,69.99,86.24,4,1
75878,15.1,29.0,44.1,1,1
71490,17.32,59.0,76.32,1,1
93399,16.11,42.9,5.35,1,3
42496,9.16,199.99,209.15,2,1
17012,12.93,38.67,51.6,5,1
44768,12.02,458.0,470.02,10,1
42962,27.69,179.0,206.69,8,1
81055,7.39,16.99,24.38,2,1
110798,11.85,19.9,31.75,1,1
34879,15.27,74.9,14.33,1,4
79037,17.07,89.99,107.06,1,1
88955,23.02,43.0,66.02,6,1
107562,26.44,99.9,126.34,6,1
6945,89.43,139.99,16.95,1,1
966,43.71,626.0,669.71,10,1
39830,15.1,29.99,45.09,4,1
27539,10.37,287.7,298.07,1,1
47110,77.42,92.9,340.64,3,1
9093,19.49,74.9,94.39,1,1
24595,11.9,56.99,68.89,3,1
36650,14.65,89.9,216.09,4,1
20676,7.78,35.0,42.78,1,1
14044,11.36,319.0,260.3,8,1
22356,7.39,25.0,32.39,1,1
83284,11.15,63.99,60.19,1,2
41570,16.08,189.99,206.07,5,1
108612,24.55,118.9,286.9,5,1
66730,27.84,79.9,646.44,3,1
88130,15.1,3.9,3.9,1,2
9508,24.94,89.8,114.74,1,1
103576,32.71,279.9,312.61,2,1
30334,17.97,102.9,120.87,5,1
39292,13.65,89.9,103.55,1,1
63002,19.44,35.0,108.88,10,1
38378,22.58,213.99,236.57,4,1
96921,14.52,109.9,124.42,1,1
44473,7.71,15.0,136.26,1,1
67404,19.46,38.99,116.9,8,1
109312,10.96,17.99,28.95,1,1
45947,13.82,69.0,82.82,1,1
59333,27.74,64.99,92.73,1,1
38242,17.03,85.0,102.03,3,1
46355,7.94,18.89,53.66,1,1
19452,8.37,89.49,195.72,1,1
18607,15.69,598.99,614.68,8,1
95647,11.74,26.0,37.74,1,1
77178,15.3,78.8,94.1,1,1
68349,48.22,199.0,247.22,8,1
69957,17.25,138.0,310.5,3,1
104157,18.67,81.0,99.67,1,1
47723,16.11,39.9,112.02,1,1
34254,16.79,24.99,41.78,1,1
49563,11.86,119.85,131.71,2,1
62152,9.94,45.33,55.27,1,1
62688,76.04,330.0,406.04,6,1
79150,65.78,299.0,364.78,8,1
76405,12.79,40.6,53.39,1,1
11060,13.6,67.9,81.5,1,1
45664,15.8,150.0,165.8,1,1
75581,11.24,89.9,101.14,1,1
15114,0.0,99.9,99.9,4,1
66161,7.39,25.9,66.58,1,1
58350,11.85,38.9,50.75,1,1
93087,12.83,117.9,261.46,10,1
47436,12.21,169.9,182.11,8,1
80683,15.1,39.9,55.0,1,1
22071,16.86,59.65,76.51,1,1
37119,11.85,15.0,26.85,1,1
64007,30.94,192.2,223.14,3,1
18359,18.51,89.6,108.11,1,1
39289,17.74,69.9,87.64,4,1
91942,16.11,49.9,132.02,1,1
26501,8.86,229.8,39.51,1,1
38048,15.13,52.17,67.3,1,1
69995,15.1,37.9,53.0,1,1
100490,26.06,47.9,170.38,5,1
89239,16.05,59.9,79.18,4,1
22503,16.79,9.0,25.79,1,1
22767,18.37,159.69,178.06,10,1
68799,30.12,219.9,250.02,5,1
33423,12.57,153.0,165.57,1,1
27966,16.97,160.0,233.93,1,1
63962,17.06,89.0,106.06,8,1
24015,12.6,27.5,40.1,2,1
112513,25.74,199.0,224.74,1,1
85685,15.46,51.89,67.35,4,1
112318,15.94,499.99,515.93,3,1
11978,8.92,107.9,116.82,1,1
45358,26.87,179.0,205.87,10,1
15943,37.97,49.0,173.94,1,1
87358,14.72,294.9,309.62,5,1
2999,17.42,139.9,157.32,1,1
58341,9.41,84.99,94.4,2,1
1390,12.79,19.0,31.79,1,1
108531,9.94,42.9,52.84,5,1
60714,17.76,90.0,107.76,1,1
17814,8.72,16.9,25.62,1,1
86915,19.82,90.0,109.82,1,1
62009,15.46,184.99,200.45,2,1
98729,12.48,11.9,24.38,1,1
53293,7.89,1.2,196.11,2,1
101352,35.83,72.9,217.46,10,1
4205,45.65,169.99,431.28,8,1
85346,26.89,49.9,24.99,1,1
33559,11.85,24.5,72.7,1,1
45430,12.74,56.99,69.73,1,1
2238,7.57,100.0,215.14,4,1
61785,14.94,105.0,119.94,1,1
61054,25.96,159.9,185.86,10,1
17372,7.87,14.49,44.72,1,1
80921,12.72,53.99,66.71,4,1
7401,18.23,49.95,68.18,6,1
87756,9.34,5.31,14.65,1,1
102576,13.14,114.9,90.38,9,1
110474,46.34,149.9,196.24,2,1
37757,64.19,189.9,254.09,10,1
21428,23.5,169.0,192.5,8,1
47923,19.97,89.79,109.76,1,1
108495,6.78,39.99,46.77,4,1
44780,11.85,29.49,41.34,2,1
11501,19.46,69.99,89.45,8,1
58682,9.37,178.9,188.27,1,1
24694,7.6,49.0,56.6,1,1
99415,7.78,11.99,19.77,1,1
67074,16.73,69.0,85.73,1,1
49234,115.43,700.0,815.43,1,1
18831,36.86,99.0,135.86,2,1
107932,14.11,49.9,64.01,1,1
41691,17.78,41.9,119.36,1,1
7125,14.1,22.99,8.88,1,1
24944,17.79,219.99,237.78,2,1
2527,16.11,45.9,124.02,3,1
43296,13.61,84.9,98.51,3,1
79750,20.17,140.0,160.17,2,1
59357,20.12,164.99,185.11,1,1
32537,16.4,99.9,116.3,1,1
2086,16.24,86.9,103.14,1,1
15132,24.05,189.9,213.95,6,1
8932,13.51,50.9,128.82,1,1
10312,34.98,129.0,163.98,8,1
89060,17.49,1460.99,1478.48,10,1
6729,18.08,118.99,137.07,3,1
481,11.85,47.99,206.36,2,1
88690,13.22,79.9,186.24,2,1
12187,14.15,56.99,71.14,4,1
106887,18.93,118.9,137.83,3,1
61418,36.1,110.99,294.18,5,1
61959,74.44,69.99,288.86,1,1
3904,17.67,59.9,77.57,5,1
43576,35.08,219.9,254.98,8,1
104271,12.4,99.9,112.3,5,1
28913,12.83,69.9,165.46,3,1
32999,14.1,13.65,27.75,1,1
61955,7.39,17.9,75.87,1,1
99390,22.42,69.9,92.32,1,1
10025,18.4,74.99,93.39,4,1
92874,53.05,100.0,153.05,5,1
6835,20.26,429.9,450.16,8,1
69707,13.71,42.9,56.61,5,1
43643,22.06,18.0,40.06,4,1
6096,38.58,119.0,315.16,3,1
40258,11.0,32.99,79.89,4,1
39429,68.45,219.0,287.45,1,1
61279,8.72,49.9,175.86,3,1
76233,18.23,34.99,106.44,3,1
106340,18.23,39.9,58.13,1,1
12172,18.42,45.0,63.42,3,1
67141,14.45,100.0,114.45,4,1
7836,0.0,69.9,69.9,1,1
16861,1.76,84.99,200.39,5,1
98986,18.03,65.0,16.72,1,4
73618,36.74,154.9,191.64,3,1
103135,19.39,59.9,79.29,2,1
22773,40.66,149.94,762.4,10,1
98482,17.6,47.99,65.59,1,1
44110,12.23,69.0,243.69,1,1
33391,11.74,43.99,55.73,5,1
57139,14.9,115.0,129.9,1,1
25543,15.01,179.9,194.91,10,1
38544,15.53,109.9,125.43,1,1
41947,16.32,224.9,241.22,1,1
632,15.46,99.99,115.45,2,1
